,GENUS,SPECIES,Match,ID_score
0,Mirounga,Mirounga leonina,169,0.9869394719600677
0,Mirounga,Mirounga angustirostris,167,0.9789018538929302
0,Zalophus,Zalophus californianus,156,0.9461538580747751
0,Phoca,Phoca vitulina,158,0.943459540640814
0,Halichoerus,Halichoerus grypus,156,0.9428301838728098
0,Eumetopias,Eumetopias jubatus,156,0.9355264095159678
0,Callorhinus,Callorhinus ursinus,156,0.9353867260309366
0,Ailuropoda,Ailuropoda melanoleuca,155,0.9339464735349959
0,Ursus,Ursus maritimus,151,0.9249733692442876
0,Meles,Meles meles,153,0.9249412038622522
0,Lutra,Lutra lutra,153,0.9219665148554468
0,Odobenus,Odobenus rosmarus divergens,153,0.921517989903512
0,Ursus,Ursus arctos,151,0.9176770156657201
0,Ursus,Ursus americanus,151,0.9176770156657201
0,Mustela,Mustela erminea,150,0.9124321390891216
0,Mustela,Mustela lutreola,150,0.9124321390891216
0,Mustela,Mustela nigripes,150,0.9124321390891216
0,Suricata,Suricata suricatta,150,0.9105182637477062
0,Vulpes,Vulpes vulpes,151,0.9097567504679662
0,Vulpes,Vulpes lagopus,150,0.9057197024130962
