,CLASS,SUBCLASS,INFRACLASS,ORDER,FAMILY,GENUS,SPECIES,Match
0,Mammalia,Theria,Eutheria,Cetacea,Monodontidae,Delphinapterus,Delphinapterus leucas,86
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Tursiops,Tursiops truncatus,86
0,Mammalia,Theria,Eutheria,Primates,Lemuridae,Lemur,Lemur catta,86
0,Mammalia,Theria,Eutheria,Rodentia,Dipodidae,Jaculus,Jaculus jaculus,86
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Gorilla,Gorilla gorilla,86
0,Mammalia,Theria,Eutheria,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,86
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Phoca,Phoca vitulina,85
0,Mammalia,Theria,Eutheria,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,85
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,85
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Homo,Homo sapiens,85
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,84
0,Mammalia,Theria,Eutheria,Soricomorpha,Soricidae,Sorex,Sorex araneus,84
0,Mammalia,Theria,Eutheria,Carnivora,Otariidae,Zalophus,Zalophus californianus,84
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Mirounga,Mirounga leonina,84
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,84
0,Mammalia,Theria,Eutheria,Rodentia,Caviidae,Cavia,Cavia porcellus,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,83
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Myodes,Myodes glareolus,83
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Mirounga,Mirounga angustirostris,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus oregoni,83
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,83
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,83
0,Mammalia,Theria,Eutheria,Soricomorpha,Talpidae,Condylura,Condylura cristata,83
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,82
0,Mammalia,Theria,Eutheria,Primates,Galagidae,Otolemur,Otolemur garnettii,82
0,Mammalia,Theria,Eutheria,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,82
0,Mammalia,Theria,Eutheria,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera musculus,81
0,Mammalia,Theria,Eutheria,Primates,Tarsiidae,Carlito,Carlito syrichta,81
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,80
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,79
0,Mammalia,Theria,Eutheria,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,78
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis javanica,78
0,Mammalia,Theria,Metatheria,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,78
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,77
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis pentadactyla,76
0,Mammalia,Theria,Eutheria,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,75
0,Mammalia,Theria,Eutheria,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris asiatica,75
0,Mammalia,Theria,Eutheria,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus edwardii,73
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,72
0,Mammalia,Theria,Eutheria,Sirenia,Trichechidae,Trichechus,Trichechus manatus,68
0,Mammalia,Theria,Metatheria,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,66
0,Mammalia,Theria,Metatheria,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,65
0,Mammalia,Theria,Prototheria,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,61
0,Mammalia,Theria,Eutheria,Afrosoricida,Tenrecidae,Echinops,Echinops telfairi,51
