,CLASS,SUBCLASS,INFRACLASS,ORDER,FAMILY,GENUS,SPECIES,Match
0,Mammalia,Theria,Eutheria,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer,20
0,Mammalia,Theria,Eutheria,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii,20
0,Mammalia,Theria,Eutheria,Carnivora,Ursidae,Ursus,Ursus maritimus,20
0,Mammalia,Theria,Eutheria,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,20
0,Mammalia,Theria,Eutheria,Primates,Galagidae,Otolemur,Otolemur garnettii,19
0,Mammalia,Theria,Eutheria,Primates,Tarsiidae,Carlito,Carlito syrichta,19
0,Mammalia,Theria,Eutheria,Artiodactyla,Cervidae,Cervus,Cervus canadensis,19
0,Mammalia,Theria,Eutheria,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps,19
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Oryx,Oryx dammah,19
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,19
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,19
0,Mammalia,Theria,Eutheria,Lagomorpha,Ochotonidae,Ochotona,Ochotona curzoniae,19
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Capra,Capra hircus,19
0,Mammalia,Theria,Eutheria,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,18
0,Mammalia,Theria,Eutheria,Artiodactyla,Bovidae,Bos,Bos taurus,18
0,Mammalia,Theria,Eutheria,Rodentia,Sciuridae,Neosciurus,Neosciurus carolinensis,18
0,Mammalia,Theria,Eutheria,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,18
0,Mammalia,Theria,Eutheria,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus edwardii,18
0,Mammalia,Theria,Eutheria,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,18
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,17
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,17
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Myodes,Myodes glareolus,17
0,Mammalia,Theria,Eutheria,Rodentia,Caviidae,Cavia,Cavia porcellus,17
0,Mammalia,Theria,Eutheria,Soricomorpha,Talpidae,Talpa,Talpa occidentalis,17
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus oregoni,17
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,17
0,Mammalia,Theria,Eutheria,Carnivora,Mustelidae,Mustela,Mustela putorius,16
0,Mammalia,Theria,Eutheria,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus,16
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,16
0,Mammalia,Theria,Eutheria,Carnivora,Mustelidae,Meles,Meles meles,16
0,Mammalia,Theria,Eutheria,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,16
0,Mammalia,Theria,Eutheria,Carnivora,Mustelidae,Enhydra,Enhydra lutris,16
0,Mammalia,Theria,Eutheria,Carnivora,Canidae,Vulpes,Vulpes vulpes,16
0,Mammalia,Theria,Eutheria,Carnivora,Canidae,Canis,Canis lupus,16
0,Mammalia,Theria,Metatheria,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,16
0,Mammalia,Theria,Eutheria,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera,16
0,Mammalia,Theria,Eutheria,Soricomorpha,Talpidae,Condylura,Condylura cristata,16
0,Mammalia,Theria,Eutheria,Sirenia,Trichechidae,Trichechus,Trichechus manatus,16
0,Mammalia,Theria,Eutheria,Perissodactyla,Equidae,Equus,Equus asinus,16
0,Mammalia,Theria,Eutheria,Perissodactyla,Equidae,Equus,Equus caballus,16
0,Mammalia,Theria,Eutheria,Dermoptera,Cynocephalidae,Galeopterus,Galeopterus variegatus,16
0,Mammalia,Theria,Eutheria,Soricomorpha,Soricidae,Sorex,Sorex araneus,16
0,Mammalia,Theria,Eutheria,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,16
0,Mammalia,Theria,Eutheria,Carnivora,Mustelidae,Lontra,Lontra canadensis,16
0,Mammalia,Theria,Eutheria,Carnivora,Mustelidae,Lutra,Lutra lutra,16
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Phoca,Phoca vitulina,15
0,Mammalia,Theria,Eutheria,Carnivora,Felidae,Panthera,Panthera tigris,15
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,15
0,Mammalia,Theria,Eutheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,15
0,Mammalia,Theria,Eutheria,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca,15
0,Mammalia,Theria,Eutheria,Carnivora,Otariidae,Zalophus,Zalophus californianus,15
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Gorilla,Gorilla gorilla,15
0,Mammalia,Theria,Eutheria,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,15
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Mirounga,Mirounga leonina,15
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Mirounga,Mirounga angustirostris,15
0,Mammalia,Theria,Eutheria,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris asiatica,15
0,Mammalia,Theria,Eutheria,Carnivora,Hyaenidae,Hyaena,Hyaena hyaena,15
0,Mammalia,Theria,Eutheria,Carnivora,Felidae,Felis,Felis catus,15
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,15
0,Mammalia,Theria,Eutheria,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,14
0,Mammalia,Theria,Eutheria,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,14
0,Mammalia,Theria,Eutheria,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus,14
0,Mammalia,Theria,Eutheria,Afrosoricida,Tenrecidae,Echinops,Echinops telfairi,14
0,Mammalia,Theria,Metatheria,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,14
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus,13
0,Mammalia,Theria,Metatheria,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,13
0,Mammalia,Theria,Eutheria,Primates,Hominidae,Homo,Homo sapiens,13
0,Mammalia,Theria,Eutheria,Primates,Hylobatidae,Nomascus,Nomascus leucogenys,13
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,13
0,Mammalia,Theria,Eutheria,Primates,Hylobatidae,Hylobates,Hylobates moloch,13
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Macaca,Macaca fascicularis,13
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Macaca,Macaca nemestrina,13
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis pentadactyla,13
0,Mammalia,Theria,Eutheria,Primates,Cercopithecidae,Papio,Papio anubis,13
0,Mammalia,Theria,Eutheria,Pholidota,Manidae,Manis,Manis javanica,12
0,Mammalia,Theria,Prototheria,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,12
