,CLASS,SUBCLASS,INFRACLASS,ORDER,FAMILY,GENUS,SPECIES,Match
0,Mammalia,Theria,Eutheria,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera musculus,27
0,Mammalia,Theria,Eutheria,Cetacea,Lipotidae,Lipotes,Lipotes vexillifer,26
0,Mammalia,Theria,Eutheria,Cetacea,Phocoenidae,Phocoena,Phocoena sinus,26
0,Mammalia,Theria,Eutheria,Artiodactyla,Physeteridae,Physeter,Physeter cotodon,26
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Orcinus,Orcinus orca,25
0,Mammalia,Theria,Eutheria,Cetacea,Monodontidae,Delphinapterus,Delphinapterus leucas,25
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Globicephala,Globicephala melas,25
0,Mammalia,Theria,Eutheria,Rodentia,Dipodidae,Jaculus,Jaculus jaculus,24
0,Mammalia,Theria,Eutheria,Cetacea,Delphinidae,Tursiops,Tursiops truncatus,24
0,Mammalia,Theria,Eutheria,Chiroptera,Hipposideridae,Hipposideros,Hipposideros armiger,23
0,Mammalia,Theria,Eutheria,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,22
0,Mammalia,Theria,Eutheria,Chiroptera,Miniopteridae,Miniopterus,Miniopterus natalensis,22
0,Mammalia,Theria,Eutheria,Chiroptera,Molossidae,Molossus,Molossus molossus,22
0,Mammalia,Theria,Eutheria,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,21
0,Mammalia,Theria,Eutheria,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,21
0,Mammalia,Theria,Eutheria,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,21
0,Mammalia,Theria,Eutheria,Primates,Lemuridae,Lemur,Lemur catta,20
0,Mammalia,Theria,Eutheria,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,20
0,Mammalia,Theria,Eutheria,Chiroptera,Phyllostomidae,Sturnira,Sturnira hondurensis,20
0,Mammalia,Theria,Eutheria,Rodentia,Sciuridae,Marmota,Marmota marmota,20
0,Mammalia,Theria,Eutheria,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,20
0,Mammalia,Theria,Eutheria,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,20
0,Mammalia,Theria,Eutheria,Rodentia,Heteromyidae,Dipodomys,Dipodomys spectabilis,20
0,Mammalia,Theria,Eutheria,Rodentia,Castoridae,Castor,Castor canadensis,20
