,GENUS,SPECIES,Match,ID_score
0,Bos,Bos indicus,122,1.000000011920929
0,Bos,Bos taurus,122,0.9966441810131073
0,Bos,Bos javanicus,122,0.9966441810131073
0,Bison,Bison bison bison,122,0.9966441810131073
0,Bos,Bos mutus,121,0.9908769121912658
0,Bubalus,Bubalus bubalis,117,0.9690539912122195
0,Bubalus,Bubalus kerabau,116,0.9633127994224673
0,Oryx,Oryx dammah,112,0.9389444322859655
0,Capra,Capra hircus,111,0.9343112610402654
0,Dama,Dama dama,110,0.9305135084957372
0,Cervus,Cervus canadensis,109,0.9227681999323798
0,Cervus,Cervus elaphus,109,0.9227681999323798
0,Odocoileus,Odocoileus virginianus texanus,109,0.921174610149665
0,Moschus,Moschus berezovskii,109,0.9211582486746741
0,Ovis,Ovis aries,109,0.9185686354754401
0,Budorcas,Budorcas taxicolor,108,0.9142042215730323
0,Hippopotamus,Hippopotamus amphibius kiboko,103,0.8902918171687204
0,Ursus,Ursus arctos,103,0.887109882812031
0,Leopardus,Leopardus geoffroyi,103,0.8814152550501901
