,GENUS,SPECIES,Match,ID_score
0,Bos,Bos indicus,149,0.9953333452542622
0,Bos,Bos taurus,150,0.9949490845203399
0,Bos,Bos javanicus,150,0.9949490845203399
0,Bison,Bison bison bison,150,0.9949490845203399
0,Bos,Bos mutus,149,0.9902274325688679
0,Bubalus,Bubalus kerabau,146,0.9782330394585927
0,Bubalus,Bubalus bubalis,145,0.9733275965849558
0,Oryx,Oryx dammah,141,0.9524205701351165
0,Odocoileus,Odocoileus virginianus texanus,141,0.9493985848426818
0,Capra,Capra hircus,139,0.9436377453009287
0,Moschus,Moschus berezovskii,139,0.9431701468626658
0,Dama,Dama dama,138,0.9392534258365631
0,Cervus,Cervus canadensis,138,0.9380424084663391
0,Cervus,Cervus elaphus,138,0.9380424084663391
0,Budorcas,Budorcas taxicolor,137,0.9352071541150411
0,Ovis,Ovis aries,137,0.9332626419862111
0,Ursus,Ursus maritimus,134,0.9222394171555837
0,Ailuropoda,Ailuropoda melanoleuca,135,0.9217753756046295
0,Ursus,Ursus arctos,134,0.9173167291482289
