,GENUS,SPECIES,Match,ID_score
0,Ovis,Ovis aries,108,0.99720339179039
0,Capra,Capra hircus,107,0.9915754190197696
0,Budorcas,Budorcas taxicolor,107,0.9908897569885959
0,Oryx,Oryx dammah,105,0.9794980916712018
0,Moschus,Moschus berezovskii,104,0.9714448357069934
0,Cervus,Cervus elaphus,103,0.966452039833422
0,Cervus,Cervus canadensis,103,0.966452039833422
0,Dama,Dama dama,102,0.96111112303204
0,Bos,Bos indicus,100,0.9448877263952185
0,Bos,Bos javanicus,100,0.9448877263952185
0,Bos,Bos taurus,100,0.9448877263952185
0,Bos,Bos mutus,99,0.9383431831995646
0,Kogia,Kogia breviceps,102,0.9175125605530209
0,Delphinapterus,Delphinapterus leucas,97,0.887750228466811
0,Monodon,Monodon monoceros,97,0.88764898997766
0,Physeter,Physeter catodon,97,0.8866522513054035
0,Phacochoerus,Phacochoerus africanus,96,0.8630347175730598
