,GENUS,SPECIES,Match,ID_score
0,Capra,Capra hircus,112,0.9980731725692749
0,Budorcas,Budorcas taxicolor,110,0.9844221174716948
0,Moschus,Moschus berezovskii,109,0.9782531201839446
0,Dama,Dama dama,107,0.9687500119209289
0,Cervus,Cervus elaphus,107,0.9674238085746765
0,Cervus,Cervus canadensis,107,0.9674238085746765
0,Bos,Bos taurus,104,0.9477923452854157
0,Bos,Bos javanicus,104,0.9477923452854157
0,Bos,Bos indicus,104,0.9477923452854157
0,Bos,Bos mutus,104,0.9477408170700073
0,Bubalus,Bubalus kerabau,102,0.9370178997516632
0,Bubalus,Bubalus bubalis,102,0.9368558943271637
0,Kogia,Kogia breviceps,107,0.9303170561790466
0,Balaenoptera,Balaenoptera acutorostrata,100,0.890884667634964
0,Delphinus,Delphinus delphis,99,0.8879634976387023
0,Lagenorhynchus,Lagenorhynchus obliquidens,99,0.8869532585144042
0,Lagenorhynchus,Lagenorhynchus albirostris,99,0.8869532585144042
