,GENUS,SPECIES,Match,ID_score
0,Capra,Capra hircus,137,0.99
0,Moschus,Moschus berezovskii,137,0.99
0,Oryx,Oryx dammah,136,0.98
0,Odocoileus,Odocoileus virginianus texanus,135,0.98
0,Ovis,Ovis aries,133,0.97
0,Dama,Dama dama,133,0.97
0,Budorcas,Budorcas taxicolor,133,0.97
0,Bubalus,Bubalus bubalis,133,0.97
0,Bubalus,Bubalus kerabau,132,0.97
0,Neophocaena,Neophocaena asiaeorientalis,132,0.97
0,Vicugna,Vicugna pacos,132,0.97
0,Camelus,Camelus bactrianus,131,0.97
0,Camelus,Camelus dromedarius,131,0.97
0,Camelus,Camelus ferus,131,0.97
0,Cervus,Cervus elaphus,132,0.96
0,Cervus,Cervus canadensis,132,0.96
0,Hippopotamus,Hippopotamus amphibius kiboko,130,0.96
0,Phacochoerus,Phacochoerus africanus,130,0.95
0,Lynx,Lynx rufus,129,0.95
0,Lynx,Lynx canadensis,129,0.95
